date,y5,term_premium_proxy,expectations_proxy
2015-06-30,0.11,0.0849791581323399,0.0250208418676601
2015-07-31,0.03,-0.08702670914484731,0.11702670914484731
2015-08-31,0.07,0.05924737609924852,0.01075262390075149
2015-09-30,-0.01,0.07222455681883164,-0.08222455681883163
2015-10-31,-0.1,0.031099457737712444,-0.13109945773771245
2015-11-30,-0.18,0.0005550904659279126,-0.1805550904659279
2015-12-31,-0.01,-0.0033877295819927044,-0.006612270418007295
2016-01-31,-0.26,0.09178411497737346,-0.3517841149773735
2016-02-29,-0.42,0.060527079349835276,-0.48052707934983524
2016-03-31,-0.36,0.03086528286665501,-0.390865282866655
2016-04-30,-0.33,-0.17031171940237227,-0.15968828059762774
2016-05-31,-0.38,-0.26130736666608534,-0.11869263333391467
2016-06-30,-0.55,-0.18006574483132562,-0.3699342551686744
2016-07-31,-0.54,-0.2465796744725718,-0.29342032552742825
2016-08-31,-0.56,-0.19450889673408037,-0.3654911032659197
2016-09-30,-0.63,-0.13443200188647741,-0.4955679981135226
2016-10-31,-0.42,-0.24754549687887914,-0.17245450312112084
2016-11-30,-0.45,-0.08154115089540401,-0.36845884910459603
2016-12-31,-0.51,-0.21796595958944573,-0.29203404041055425
2017-01-31,-0.31,-0.010968943527569743,-0.2990310564724303
2017-02-28,-0.59,-0.049432175178582796,-0.5405678248214172
2017-03-31,-0.39,-0.04897894048809569,-0.3410210595119043
2017-04-30,-0.37,-0.21746820971047504,-0.15253179028952496
2017-05-31,-0.42,-0.02561939777689446,-0.3943806022231055
2017-06-30,-0.23,-0.14868023254117724,-0.08131976745882277
2017-07-31,-0.23,-0.13160579651120213,-0.09839420348879788
2017-08-31,-0.37,-0.031005875869999654,-0.33899412413000035
2017-09-30,-0.3,0.030944114338132565,-0.33094411433813253
2017-10-31,-0.35,-0.1703156267538276,-0.17968437324617237
2017-11-30,-0.29,-0.11148200175818175,-0.17851799824181824
2017-12-31,-0.18,-0.2780646775109315,0.09806467751093151
2018-01-31,0.03,0.00011439420978691419,0.029885605790213085
2018-02-28,0.02,0.0716679360428897,-0.05166793604288969
2018-03-31,-0.11,-0.020533671636941055,-0.08946632836305894
2018-04-30,-0.06,-0.014231052159112814,-0.045768947840887184
2018-05-31,-0.23,-0.1528035738707243,-0.07719642612927571
2018-06-30,-0.25,-0.06103523592309471,-0.1889647640769053
2018-07-31,-0.19,-0.13207750642903218,-0.05792249357096782
2018-08-31,-0.25,-0.0120758609428635,-0.2379241390571365
2018-09-30,-0.09,0.018184222587709242,-0.10818422258770924
2018-10-31,-0.2,0.045739503876991036,-0.24573950387699106
2018-11-30,-0.26,0.004293393114485051,-0.2642933931144851
2018-12-31,-0.31,-0.13598547962111115,-0.17401452037888884
2019-01-31,-0.33,-0.14221054341507916,-0.18778945658492086
2019-02-28,-0.32,-0.005324706467269203,-0.3146752935327308
2019-03-31,-0.47,-0.05681678092240784,-0.41318321907759215
2019-04-30,-0.41,-0.11470852934214844,-0.29529147065785155
2019-05-31,-0.59,-0.0012386662180180245,-0.5887613337819819
2019-06-30,-0.66,-0.0882453482701094,-0.5717546517298906
2019-07-31,-0.73,-0.09194809168386975,-0.6380519083161302
2019-08-31,-0.93,-0.12730323004218386,-0.8026967699578162
2019-09-30,-0.78,0.005497831135522811,-0.7854978311355229
2019-10-31,-0.64,-0.027546302771452803,-0.6124536972285473
2019-11-30,-0.61,-0.06877776352265871,-0.5412222364773412
2019-12-31,-0.49,-0.11973399518507748,-0.3702660048149225
2020-01-31,-0.64,-0.27787339232236763,-0.3621266076776324
2020-02-29,-0.77,-0.12102787679417419,-0.6489721232058259
2020-03-31,-0.68,0.016680899586236725,-0.6966808995862368
2020-04-30,-0.7,-0.14282971298536704,-0.5571702870146329
2020-05-31,-0.63,0.17356440410021787,-0.8035644041002179
2020-06-30,-0.72,-0.1325644252940613,-0.5874355747059387
2020-07-31,-0.76,-0.2916418525761305,-0.4683581474238695
2020-08-31,-0.65,-0.348166084305115,-0.30183391569488505
2020-09-30,-0.75,-0.1990564136262356,-0.5509435863737644
2020-10-31,-0.85,-0.40096371963414057,-0.4490362803658594
2020-11-30,-0.78,-0.3618627175890713,-0.41813728241092873
2020-12-31,-0.75,-0.391174095774433,-0.358825904225567
2021-01-31,-0.76,-0.4719935324121292,-0.2880064675878708
2021-02-28,-0.58,-0.4322136777456812,-0.14778632225431876
2021-03-31,-0.63,-0.7167998700574706,0.08679987005747059
2021-04-30,-0.59,-0.24318921262996213,-0.34681078737003784
2021-05-31,-0.57,-0.3692459191036242,-0.20075408089637575
2021-06-30,-0.59,-0.3613448752911249,-0.22865512470887506
2021-07-31,-0.77,-0.4863857265362211,-0.28361427346377893
2021-08-31,-0.74,-0.4259495135587065,-0.31405048644129346
2021-09-30,-0.59,-0.25234835259346483,-0.33765164740653514
2021-10-31,-0.42,-0.37797578472307414,-0.04202421527692585
2021-11-30,-0.67,-0.34537824735105915,-0.3246217526489409
2021-12-31,-0.5,-0.40166281985098234,-0.09833718014901766
2022-01-31,-0.32,-0.5379029647803479,0.21790296478034793
2022-02-28,-0.11,-0.015201633935846004,-0.094798366064154
2022-03-31,0.4,-0.1967776636530722,0.5967776636530722
2022-04-30,0.68,0.006071499700772316,0.6739285002992277
2022-05-31,0.77,0.1918881985187006,0.5781118014812994
2022-06-30,1.03,0.20255508077073076,0.8274449192292692
2022-07-31,0.53,-0.07061178433505402,0.600611784335054
